27Al(p,x)22Na				
				
Energy	sigma	Phys. yield	Phys. yield	1 h irrad.
(MeV)	(mb)	(MBq/uAh)	(uCi/uAh)	(MBq/uA)

509.6	14.67	1.05E+01	2.84E+02	1.05E+01
509.7	14.67	1.05E+01	2.84E+02	1.05E+01
509.8	14.67	1.05E+01	2.84E+02	1.05E+01
509.9	14.67	1.05E+01	2.84E+02	1.05E+01
510.0	14.67	1.05E+01	2.84E+02	1.05E+01
510.1	14.67	1.05E+01	2.84E+02	1.05E+01
510.2	14.67	1.05E+01	2.84E+02	1.05E+01
510.3	14.67	1.05E+01	2.84E+02	1.05E+01
510.4	14.67	1.05E+01	2.84E+02	1.05E+01
510.5	14.67	1.05E+01	2.84E+02	1.05E+01
510.6	14.67	1.05E+01	2.84E+02	1.05E+01
510.7	14.67	1.05E+01	2.85E+02	1.05E+01
510.8	14.67	1.05E+01	2.85E+02	1.05E+01
510.9	14.67	1.05E+01	2.85E+02	1.05E+01
511.0	14.67	1.05E+01	2.85E+02	1.05E+01
511.1	14.67	1.05E+01	2.85E+02	1.05E+01
511.2	14.67	1.05E+01	2.85E+02	1.05E+01
511.3	14.67	1.05E+01	2.85E+02	1.05E+01
511.4	14.67	1.05E+01	2.85E+02	1.05E+01
511.5	14.67	1.06E+01	2.85E+02	1.06E+01
511.6	14.67	1.06E+01	2.85E+02	1.06E+01
511.7	14.67	1.06E+01	2.85E+02	1.06E+01
511.8	14.67	1.06E+01	2.85E+02	1.06E+01
511.9	14.67	1.06E+01	2.86E+02	1.06E+01
512.0	14.67	1.06E+01	2.86E+02	1.06E+01
512.1	14.67	1.06E+01	2.86E+02	1.06E+01
512.2	14.67	1.06E+01	2.86E+02	1.06E+01
512.3	14.67	1.06E+01	2.86E+02	1.06E+01
512.4	14.67	1.06E+01	2.86E+02	1.06E+01
512.5	14.67	1.06E+01	2.86E+02	1.06E+01
512.6	14.67	1.06E+01	2.86E+02	1.06E+01
512.7	14.67	1.06E+01	2.86E+02	1.06E+01
512.8	14.67	1.06E+01	2.86E+02	1.06E+01
512.9	14.67	1.06E+01	2.86E+02	1.06E+01
513.0	14.67	1.06E+01	2.86E+02	1.06E+01
513.1	14.67	1.06E+01	2.86E+02	1.06E+01
513.2	14.67	1.06E+01	2.87E+02	1.06E+01
513.3	14.67	1.06E+01	2.87E+02	1.06E+01
513.4	14.67	1.06E+01	2.87E+02	1.06E+01
513.5	14.67	1.06E+01	2.87E+02	1.06E+01
513.6	14.67	1.06E+01	2.87E+02	1.06E+01
513.7	14.67	1.06E+01	2.87E+02	1.06E+01
513.8	14.67	1.06E+01	2.87E+02	1.06E+01
513.9	14.67	1.06E+01	2.87E+02	1.06E+01
514.0	14.67	1.06E+01	2.87E+02	1.06E+01
514.1	14.67	1.06E+01	2.87E+02	1.06E+01
514.2	14.67	1.06E+01	2.87E+02	1.06E+01
514.3	14.67	1.06E+01	2.87E+02	1.06E+01
514.4	14.67	1.06E+01	2.88E+02	1.06E+01
514.5	14.67	1.06E+01	2.88E+02	1.06E+01
514.6	14.67	1.06E+01	2.88E+02	1.06E+01
514.7	14.67	1.06E+01	2.88E+02	1.06E+01
514.8	14.67	1.07E+01	2.88E+02	1.07E+01
514.9	14.67	1.07E+01	2.88E+02	1.07E+01
515.0	14.67	1.07E+01	2.88E+02	1.07E+01
515.1	14.67	1.07E+01	2.88E+02	1.07E+01
515.2	14.67	1.07E+01	2.88E+02	1.07E+01
515.3	14.67	1.07E+01	2.88E+02	1.07E+01
515.4	14.67	1.07E+01	2.88E+02	1.07E+01
515.5	14.67	1.07E+01	2.88E+02	1.07E+01
515.6	14.67	1.07E+01	2.89E+02	1.07E+01
515.7	14.67	1.07E+01	2.89E+02	1.07E+01
515.8	14.67	1.07E+01	2.89E+02	1.07E+01
515.9	14.67	1.07E+01	2.89E+02	1.07E+01
516.0	14.67	1.07E+01	2.89E+02	1.07E+01
516.1	14.67	1.07E+01	2.89E+02	1.07E+01
516.2	14.67	1.07E+01	2.89E+02	1.07E+01
516.3	14.67	1.07E+01	2.89E+02	1.07E+01
516.4	14.67	1.07E+01	2.89E+02	1.07E+01
516.5	14.67	1.07E+01	2.89E+02	1.07E+01
516.6	14.67	1.07E+01	2.89E+02	1.07E+01
516.7	14.67	1.07E+01	2.89E+02	1.07E+01
516.8	14.67	1.07E+01	2.89E+02	1.07E+01
516.9	14.67	1.07E+01	2.90E+02	1.07E+01
517.0	14.67	1.07E+01	2.90E+02	1.07E+01
517.1	14.67	1.07E+01	2.90E+02	1.07E+01
517.2	14.67	1.07E+01	2.90E+02	1.07E+01
517.3	14.67	1.07E+01	2.90E+02	1.07E+01
517.4	14.67	1.07E+01	2.90E+02	1.07E+01
517.5	14.67	1.07E+01	2.90E+02	1.07E+01
517.6	14.67	1.07E+01	2.90E+02	1.07E+01
517.7	14.67	1.07E+01	2.90E+02	1.07E+01
517.8	14.67	1.07E+01	2.90E+02	1.07E+01
517.9	14.67	1.07E+01	2.90E+02	1.07E+01
518.0	14.67	1.07E+01	2.90E+02	1.07E+01
518.1	14.67	1.07E+01	2.91E+02	1.07E+01
518.2	14.67	1.08E+01	2.91E+02	1.08E+01
518.3	14.67	1.08E+01	2.91E+02	1.08E+01
518.4	14.67	1.08E+01	2.91E+02	1.08E+01
518.5	14.67	1.08E+01	2.91E+02	1.08E+01
518.6	14.67	1.08E+01	2.91E+02	1.08E+01
518.7	14.67	1.08E+01	2.91E+02	1.08E+01
518.8	14.67	1.08E+01	2.91E+02	1.08E+01
518.9	14.67	1.08E+01	2.91E+02	1.08E+01
519.0	14.67	1.08E+01	2.91E+02	1.08E+01
519.1	14.67	1.08E+01	2.91E+02	1.08E+01
519.2	14.67	1.08E+01	2.91E+02	1.08E+01
519.3	14.67	1.08E+01	2.92E+02	1.08E+01
519.4	14.67	1.08E+01	2.92E+02	1.08E+01
519.5	14.67	1.08E+01	2.92E+02	1.08E+01
519.6	14.67	1.08E+01	2.92E+02	1.08E+01
519.7	14.67	1.08E+01	2.92E+02	1.08E+01
519.8	14.67	1.08E+01	2.92E+02	1.08E+01
519.9	14.67	1.08E+01	2.92E+02	1.08E+01
520.0	14.67	1.08E+01	2.92E+02	1.08E+01
520.1	14.67	1.08E+01	2.92E+02	1.08E+01
520.2	14.67	1.08E+01	2.92E+02	1.08E+01
520.3	14.67	1.08E+01	2.92E+02	1.08E+01
520.4	14.67	1.08E+01	2.92E+02	1.08E+01
520.5	14.67	1.08E+01	2.92E+02	1.08E+01
520.6	14.67	1.08E+01	2.93E+02	1.08E+01
520.7	14.67	1.08E+01	2.93E+02	1.08E+01
520.8	14.67	1.08E+01	2.93E+02	1.08E+01
520.9	14.67	1.08E+01	2.93E+02	1.08E+01
521.0	14.67	1.08E+01	2.93E+02	1.08E+01
521.1	14.67	1.08E+01	2.93E+02	1.08E+01
521.2	14.67	1.08E+01	2.93E+02	1.08E+01
521.3	14.67	1.08E+01	2.93E+02	1.08E+01
521.4	14.67	1.08E+01	2.93E+02	1.08E+01
521.5	14.67	1.09E+01	2.93E+02	1.09E+01
521.6	14.67	1.09E+01	2.93E+02	1.09E+01
521.7	14.67	1.09E+01	2.93E+02	1.09E+01
521.8	14.67	1.09E+01	2.94E+02	1.09E+01
521.9	14.67	1.09E+01	2.94E+02	1.09E+01
522.0	14.67	1.09E+01	2.94E+02	1.09E+01
522.1	14.67	1.09E+01	2.94E+02	1.09E+01
522.2	14.67	1.09E+01	2.94E+02	1.09E+01
522.3	14.67	1.09E+01	2.94E+02	1.09E+01
522.4	14.68	1.09E+01	2.94E+02	1.09E+01
522.5	14.68	1.09E+01	2.94E+02	1.09E+01
522.6	14.68	1.09E+01	2.94E+02	1.09E+01
522.7	14.68	1.09E+01	2.94E+02	1.09E+01
522.8	14.68	1.09E+01	2.94E+02	1.09E+01
522.9	14.68	1.09E+01	2.94E+02	1.09E+01
523.0	14.68	1.09E+01	2.95E+02	1.09E+01
523.1	14.68	1.09E+01	2.95E+02	1.09E+01
523.2	14.68	1.09E+01	2.95E+02	1.09E+01
523.3	14.68	1.09E+01	2.95E+02	1.09E+01
523.4	14.68	1.09E+01	2.95E+02	1.09E+01
523.5	14.68	1.09E+01	2.95E+02	1.09E+01
523.6	14.68	1.09E+01	2.95E+02	1.09E+01
523.7	14.68	1.09E+01	2.95E+02	1.09E+01
523.8	14.68	1.09E+01	2.95E+02	1.09E+01
523.9	14.68	1.09E+01	2.95E+02	1.09E+01
524.0	14.68	1.09E+01	2.95E+02	1.09E+01
524.1	14.68	1.09E+01	2.95E+02	1.09E+01
524.2	14.68	1.09E+01	2.96E+02	1.09E+01
524.3	14.68	1.09E+01	2.96E+02	1.09E+01
524.4	14.68	1.09E+01	2.96E+02	1.09E+01
524.5	14.68	1.09E+01	2.96E+02	1.09E+01
524.6	14.68	1.09E+01	2.96E+02	1.09E+01
524.7	14.68	1.09E+01	2.96E+02	1.09E+01
524.8	14.68	1.10E+01	2.96E+02	1.10E+01
524.9	14.68	1.10E+01	2.96E+02	1.10E+01
525.0	14.68	1.10E+01	2.96E+02	1.10E+01
525.1	14.68	1.10E+01	2.96E+02	1.10E+01
525.2	14.68	1.10E+01	2.96E+02	1.10E+01
525.3	14.68	1.10E+01	2.96E+02	1.10E+01
525.4	14.68	1.10E+01	2.96E+02	1.10E+01
525.5	14.68	1.10E+01	2.97E+02	1.10E+01
525.6	14.68	1.10E+01	2.97E+02	1.10E+01
525.7	14.68	1.10E+01	2.97E+02	1.10E+01
525.8	14.68	1.10E+01	2.97E+02	1.10E+01
525.9	14.68	1.10E+01	2.97E+02	1.10E+01
526.0	14.68	1.10E+01	2.97E+02	1.10E+01
526.1	14.68	1.10E+01	2.97E+02	1.10E+01
526.2	14.68	1.10E+01	2.97E+02	1.10E+01
526.3	14.68	1.10E+01	2.97E+02	1.10E+01
526.4	14.68	1.10E+01	2.97E+02	1.10E+01
526.5	14.68	1.10E+01	2.97E+02	1.10E+01
526.6	14.68	1.10E+01	2.97E+02	1.10E+01
526.7	14.68	1.10E+01	2.98E+02	1.10E+01
526.8	14.68	1.10E+01	2.98E+02	1.10E+01
526.9	14.68	1.10E+01	2.98E+02	1.10E+01
527.0	14.68	1.10E+01	2.98E+02	1.10E+01
527.1	14.68	1.10E+01	2.98E+02	1.10E+01
527.2	14.68	1.10E+01	2.98E+02	1.10E+01
527.3	14.68	1.10E+01	2.98E+02	1.10E+01
527.4	14.68	1.10E+01	2.98E+02	1.10E+01
527.5	14.68	1.10E+01	2.98E+02	1.10E+01
527.6	14.68	1.10E+01	2.98E+02	1.10E+01
527.7	14.68	1.10E+01	2.98E+02	1.10E+01
527.8	14.68	1.10E+01	2.98E+02	1.10E+01
527.9	14.68	1.10E+01	2.99E+02	1.10E+01
528.0	14.68	1.10E+01	2.99E+02	1.10E+01
528.1	14.68	1.11E+01	2.99E+02	1.11E+01
528.2	14.68	1.11E+01	2.99E+02	1.11E+01
528.3	14.68	1.11E+01	2.99E+02	1.11E+01
528.4	14.68	1.11E+01	2.99E+02	1.11E+01
528.5	14.68	1.11E+01	2.99E+02	1.11E+01
528.6	14.68	1.11E+01	2.99E+02	1.11E+01
528.7	14.68	1.11E+01	2.99E+02	1.11E+01
528.8	14.68	1.11E+01	2.99E+02	1.11E+01
528.9	14.68	1.11E+01	2.99E+02	1.11E+01
529.0	14.68	1.11E+01	2.99E+02	1.11E+01
529.1	14.68	1.11E+01	3.00E+02	1.11E+01
529.2	14.68	1.11E+01	3.00E+02	1.11E+01
529.3	14.68	1.11E+01	3.00E+02	1.11E+01
529.4	14.68	1.11E+01	3.00E+02	1.11E+01
529.5	14.68	1.11E+01	3.00E+02	1.11E+01
529.6	14.68	1.11E+01	3.00E+02	1.11E+01
529.7	14.68	1.11E+01	3.00E+02	1.11E+01
529.8	14.68	1.11E+01	3.00E+02	1.11E+01
529.9	14.68	1.11E+01	3.00E+02	1.11E+01
530.0	14.68	1.11E+01	3.00E+02	1.11E+01
530.1	14.68	1.11E+01	3.00E+02	1.11E+01
530.2	14.68	1.11E+01	3.00E+02	1.11E+01
530.3	14.68	1.11E+01	3.01E+02	1.11E+01
530.4	14.68	1.11E+01	3.01E+02	1.11E+01
530.5	14.68	1.11E+01	3.01E+02	1.11E+01
530.6	14.68	1.11E+01	3.01E+02	1.11E+01
530.7	14.68	1.11E+01	3.01E+02	1.11E+01
530.8	14.68	1.11E+01	3.01E+02	1.11E+01
530.9	14.68	1.11E+01	3.01E+02	1.11E+01
531.0	14.68	1.11E+01	3.01E+02	1.11E+01
531.1	14.68	1.11E+01	3.01E+02	1.11E+01
531.2	14.68	1.11E+01	3.01E+02	1.11E+01
531.3	14.68	1.11E+01	3.01E+02	1.11E+01
531.4	14.68	1.12E+01	3.01E+02	1.12E+01
531.5	14.68	1.12E+01	3.01E+02	1.12E+01
531.6	14.68	1.12E+01	3.02E+02	1.12E+01
531.7	14.68	1.12E+01	3.02E+02	1.12E+01
531.8	14.68	1.12E+01	3.02E+02	1.12E+01
531.9	14.68	1.12E+01	3.02E+02	1.12E+01
532.0	14.68	1.12E+01	3.02E+02	1.12E+01
532.1	14.68	1.12E+01	3.02E+02	1.12E+01
532.2	14.68	1.12E+01	3.02E+02	1.12E+01
532.3	14.68	1.12E+01	3.02E+02	1.12E+01
532.4	14.68	1.12E+01	3.02E+02	1.12E+01
532.5	14.68	1.12E+01	3.02E+02	1.12E+01
532.6	14.68	1.12E+01	3.02E+02	1.12E+01
532.7	14.68	1.12E+01	3.02E+02	1.12E+01
532.8	14.68	1.12E+01	3.03E+02	1.12E+01
532.9	14.68	1.12E+01	3.03E+02	1.12E+01
533.0	14.68	1.12E+01	3.03E+02	1.12E+01
533.1	14.68	1.12E+01	3.03E+02	1.12E+01
533.2	14.68	1.12E+01	3.03E+02	1.12E+01
533.3	14.68	1.12E+01	3.03E+02	1.12E+01
533.4	14.68	1.12E+01	3.03E+02	1.12E+01
533.5	14.68	1.12E+01	3.03E+02	1.12E+01
533.6	14.68	1.12E+01	3.03E+02	1.12E+01
533.7	14.68	1.12E+01	3.03E+02	1.12E+01
533.8	14.68	1.12E+01	3.03E+02	1.12E+01
533.9	14.68	1.12E+01	3.03E+02	1.12E+01
534.0	14.68	1.12E+01	3.04E+02	1.12E+01
534.1	14.68	1.12E+01	3.04E+02	1.12E+01
534.2	14.68	1.12E+01	3.04E+02	1.12E+01
534.3	14.68	1.12E+01	3.04E+02	1.12E+01
534.4	14.68	1.12E+01	3.04E+02	1.12E+01
534.5	14.68	1.12E+01	3.04E+02	1.12E+01
534.6	14.68	1.12E+01	3.04E+02	1.12E+01
534.7	14.68	1.13E+01	3.04E+02	1.13E+01
534.8	14.68	1.13E+01	3.04E+02	1.13E+01
534.9	14.68	1.13E+01	3.04E+02	1.13E+01
535.0	14.68	1.13E+01	3.04E+02	1.13E+01
535.1	14.68	1.13E+01	3.04E+02	1.13E+01
535.2	14.68	1.13E+01	3.05E+02	1.13E+01
535.3	14.68	1.13E+01	3.05E+02	1.13E+01
535.4	14.68	1.13E+01	3.05E+02	1.13E+01
535.5	14.68	1.13E+01	3.05E+02	1.13E+01
535.6	14.68	1.13E+01	3.05E+02	1.13E+01
535.7	14.68	1.13E+01	3.05E+02	1.13E+01
535.8	14.68	1.13E+01	3.05E+02	1.13E+01
535.9	14.68	1.13E+01	3.05E+02	1.13E+01
536.0	14.68	1.13E+01	3.05E+02	1.13E+01
536.1	14.68	1.13E+01	3.05E+02	1.13E+01
536.2	14.68	1.13E+01	3.05E+02	1.13E+01
536.3	14.68	1.13E+01	3.05E+02	1.13E+01
536.4	14.68	1.13E+01	3.06E+02	1.13E+01
536.5	14.68	1.13E+01	3.06E+02	1.13E+01
536.6	14.68	1.13E+01	3.06E+02	1.13E+01
536.7	14.68	1.13E+01	3.06E+02	1.13E+01
536.8	14.68	1.13E+01	3.06E+02	1.13E+01
536.9	14.68	1.13E+01	3.06E+02	1.13E+01
537.0	14.68	1.13E+01	3.06E+02	1.13E+01
537.1	14.68	1.13E+01	3.06E+02	1.13E+01
537.2	14.68	1.13E+01	3.06E+02	1.13E+01
537.3	14.69	1.13E+01	3.06E+02	1.13E+01
537.4	14.69	1.13E+01	3.06E+02	1.13E+01
537.5	14.69	1.13E+01	3.06E+02	1.13E+01
537.6	14.69	1.13E+01	3.07E+02	1.13E+01
537.7	14.69	1.13E+01	3.07E+02	1.13E+01
537.8	14.69	1.13E+01	3.07E+02	1.13E+01
537.9	14.69	1.14E+01	3.07E+02	1.14E+01
538.0	14.69	1.14E+01	3.07E+02	1.14E+01
538.1	14.69	1.14E+01	3.07E+02	1.14E+01
538.2	14.69	1.14E+01	3.07E+02	1.14E+01
538.3	14.69	1.14E+01	3.07E+02	1.14E+01
538.4	14.69	1.14E+01	3.07E+02	1.14E+01
538.5	14.69	1.14E+01	3.07E+02	1.14E+01
538.6	14.69	1.14E+01	3.07E+02	1.14E+01
538.7	14.69	1.14E+01	3.07E+02	1.14E+01
538.8	14.69	1.14E+01	3.08E+02	1.14E+01
538.9	14.69	1.14E+01	3.08E+02	1.14E+01
539.0	14.69	1.14E+01	3.08E+02	1.14E+01
539.1	14.69	1.14E+01	3.08E+02	1.14E+01
539.2	14.69	1.14E+01	3.08E+02	1.14E+01
539.3	14.69	1.14E+01	3.08E+02	1.14E+01
539.4	14.69	1.14E+01	3.08E+02	1.14E+01
539.5	14.69	1.14E+01	3.08E+02	1.14E+01
539.6	14.69	1.14E+01	3.08E+02	1.14E+01
539.7	14.69	1.14E+01	3.08E+02	1.14E+01
539.8	14.69	1.14E+01	3.08E+02	1.14E+01
539.9	14.69	1.14E+01	3.08E+02	1.14E+01
540.0	14.69	1.14E+01	3.08E+02	1.14E+01
540.1	14.69	1.14E+01	3.09E+02	1.14E+01
540.2	14.69	1.14E+01	3.09E+02	1.14E+01
540.3	14.69	1.14E+01	3.09E+02	1.14E+01
540.4	14.69	1.14E+01	3.09E+02	1.14E+01
540.5	14.69	1.14E+01	3.09E+02	1.14E+01
540.6	14.69	1.14E+01	3.09E+02	1.14E+01
540.7	14.69	1.14E+01	3.09E+02	1.14E+01
540.8	14.69	1.14E+01	3.09E+02	1.14E+01
540.9	14.69	1.14E+01	3.09E+02	1.14E+01
541.0	14.69	1.14E+01	3.09E+02	1.14E+01
541.1	14.69	1.14E+01	3.09E+02	1.14E+01
541.2	14.69	1.15E+01	3.09E+02	1.15E+01
541.3	14.69	1.15E+01	3.10E+02	1.15E+01
541.4	14.69	1.15E+01	3.10E+02	1.15E+01
541.5	14.69	1.15E+01	3.10E+02	1.15E+01
541.6	14.69	1.15E+01	3.10E+02	1.15E+01
541.7	14.69	1.15E+01	3.10E+02	1.15E+01
541.8	14.69	1.15E+01	3.10E+02	1.15E+01
541.9	14.69	1.15E+01	3.10E+02	1.15E+01
542.0	14.69	1.15E+01	3.10E+02	1.15E+01
542.1	14.69	1.15E+01	3.10E+02	1.15E+01
542.2	14.69	1.15E+01	3.10E+02	1.15E+01
542.3	14.69	1.15E+01	3.10E+02	1.15E+01
542.4	14.69	1.15E+01	3.10E+02	1.15E+01
542.5	14.69	1.15E+01	3.11E+02	1.15E+01
542.6	14.69	1.15E+01	3.11E+02	1.15E+01
542.7	14.69	1.15E+01	3.11E+02	1.15E+01
542.8	14.69	1.15E+01	3.11E+02	1.15E+01
542.9	14.69	1.15E+01	3.11E+02	1.15E+01
543.0	14.69	1.15E+01	3.11E+02	1.15E+01
543.1	14.69	1.15E+01	3.11E+02	1.15E+01
543.2	14.69	1.15E+01	3.11E+02	1.15E+01
543.3	14.69	1.15E+01	3.11E+02	1.15E+01
543.4	14.69	1.15E+01	3.11E+02	1.15E+01
543.5	14.69	1.15E+01	3.11E+02	1.15E+01
543.6	14.69	1.15E+01	3.11E+02	1.15E+01
543.7	14.69	1.15E+01	3.12E+02	1.15E+01
543.8	14.69	1.15E+01	3.12E+02	1.15E+01
543.9	14.69	1.15E+01	3.12E+02	1.15E+01
544.0	14.69	1.15E+01	3.12E+02	1.15E+01
544.1	14.69	1.15E+01	3.12E+02	1.15E+01
544.2	14.69	1.15E+01	3.12E+02	1.15E+01
544.3	14.69	1.15E+01	3.12E+02	1.15E+01
544.4	14.69	1.15E+01	3.12E+02	1.15E+01
544.5	14.69	1.16E+01	3.12E+02	1.16E+01
544.6	14.69	1.16E+01	3.12E+02	1.16E+01
544.7	14.69	1.16E+01	3.12E+02	1.16E+01
544.8	14.69	1.16E+01	3.12E+02	1.16E+01
544.9	14.69	1.16E+01	3.13E+02	1.16E+01
545.0	14.69	1.16E+01	3.13E+02	1.16E+01
545.1	14.69	1.16E+01	3.13E+02	1.16E+01
545.2	14.69	1.16E+01	3.13E+02	1.16E+01
545.3	14.69	1.16E+01	3.13E+02	1.16E+01
545.4	14.69	1.16E+01	3.13E+02	1.16E+01
545.5	14.69	1.16E+01	3.13E+02	1.16E+01
545.6	14.69	1.16E+01	3.13E+02	1.16E+01
545.7	14.69	1.16E+01	3.13E+02	1.16E+01
545.8	14.69	1.16E+01	3.13E+02	1.16E+01
545.9	14.69	1.16E+01	3.13E+02	1.16E+01
546.0	14.69	1.16E+01	3.13E+02	1.16E+01
546.1	14.69	1.16E+01	3.14E+02	1.16E+01
546.2	14.69	1.16E+01	3.14E+02	1.16E+01
546.3	14.69	1.16E+01	3.14E+02	1.16E+01
546.4	14.69	1.16E+01	3.14E+02	1.16E+01
546.5	14.69	1.16E+01	3.14E+02	1.16E+01
546.6	14.69	1.16E+01	3.14E+02	1.16E+01
546.7	14.69	1.16E+01	3.14E+02	1.16E+01
546.8	14.69	1.16E+01	3.14E+02	1.16E+01
546.9	14.69	1.16E+01	3.14E+02	1.16E+01
547.0	14.69	1.16E+01	3.14E+02	1.16E+01
547.1	14.69	1.16E+01	3.14E+02	1.16E+01
547.2	14.69	1.16E+01	3.14E+02	1.16E+01
547.3	14.69	1.16E+01	3.15E+02	1.16E+01
547.4	14.69	1.16E+01	3.15E+02	1.16E+01
547.5	14.69	1.16E+01	3.15E+02	1.16E+01
547.6	14.69	1.16E+01	3.15E+02	1.16E+01
547.7	14.69	1.17E+01	3.15E+02	1.17E+01
547.8	14.69	1.17E+01	3.15E+02	1.17E+01
547.9	14.69	1.17E+01	3.15E+02	1.17E+01
548.0	14.69	1.17E+01	3.15E+02	1.17E+01
548.1	14.69	1.17E+01	3.15E+02	1.17E+01
548.2	14.69	1.17E+01	3.15E+02	1.17E+01
548.3	14.69	1.17E+01	3.15E+02	1.17E+01
548.4	14.69	1.17E+01	3.15E+02	1.17E+01
548.5	14.69	1.17E+01	3.16E+02	1.17E+01
548.6	14.69	1.17E+01	3.16E+02	1.17E+01
548.7	14.69	1.17E+01	3.16E+02	1.17E+01
548.8	14.69	1.17E+01	3.16E+02	1.17E+01
548.9	14.69	1.17E+01	3.16E+02	1.17E+01
549.0	14.70	1.17E+01	3.16E+02	1.17E+01
549.1	14.70	1.17E+01	3.16E+02	1.17E+01
549.2	14.70	1.17E+01	3.16E+02	1.17E+01
549.3	14.70	1.17E+01	3.16E+02	1.17E+01
549.4	14.70	1.17E+01	3.16E+02	1.17E+01
549.5	14.70	1.17E+01	3.16E+02	1.17E+01
549.6	14.70	1.17E+01	3.16E+02	1.17E+01
549.7	14.70	1.17E+01	3.17E+02	1.17E+01
549.8	14.70	1.17E+01	3.17E+02	1.17E+01
549.9	14.70	1.17E+01	3.17E+02	1.17E+01
550.0	14.70	1.17E+01	3.17E+02	1.17E+01
550.1	14.70	1.17E+01	3.17E+02	1.17E+01
550.2	14.70	1.17E+01	3.17E+02	1.17E+01
550.3	14.70	1.17E+01	3.17E+02	1.17E+01
550.4	14.70	1.17E+01	3.17E+02	1.17E+01
550.5	14.70	1.17E+01	3.17E+02	1.17E+01
550.6	14.70	1.17E+01	3.17E+02	1.17E+01
550.7	14.70	1.17E+01	3.17E+02	1.17E+01
550.8	14.70	1.17E+01	3.17E+02	1.17E+01
550.9	14.70	1.17E+01	3.18E+02	1.17E+01
551.0	14.70	1.18E+01	3.18E+02	1.18E+01
551.1	14.70	1.18E+01	3.18E+02	1.18E+01
551.2	14.70	1.18E+01	3.18E+02	1.18E+01
551.3	14.70	1.18E+01	3.18E+02	1.18E+01
551.4	14.70	1.18E+01	3.18E+02	1.18E+01
551.5	14.70	1.18E+01	3.18E+02	1.18E+01
551.6	14.70	1.18E+01	3.18E+02	1.18E+01
551.7	14.70	1.18E+01	3.18E+02	1.18E+01
551.8	14.70	1.18E+01	3.18E+02	1.18E+01
551.9	14.70	1.18E+01	3.18E+02	1.18E+01
552.0	14.70	1.18E+01	3.18E+02	1.18E+01
552.1	14.70	1.18E+01	3.19E+02	1.18E+01
552.2	14.70	1.18E+01	3.19E+02	1.18E+01
552.3	14.70	1.18E+01	3.19E+02	1.18E+01
552.4	14.70	1.18E+01	3.19E+02	1.18E+01
552.5	14.70	1.18E+01	3.19E+02	1.18E+01
552.6	14.70	1.18E+01	3.19E+02	1.18E+01
552.7	14.70	1.18E+01	3.19E+02	1.18E+01
552.8	14.70	1.18E+01	3.19E+02	1.18E+01
552.9	14.70	1.18E+01	3.19E+02	1.18E+01
553.0	14.70	1.18E+01	3.19E+02	1.18E+01
553.1	14.70	1.18E+01	3.19E+02	1.18E+01
553.2	14.70	1.18E+01	3.19E+02	1.18E+01
553.3	14.70	1.18E+01	3.20E+02	1.18E+01
553.4	14.70	1.18E+01	3.20E+02	1.18E+01
553.5	14.70	1.18E+01	3.20E+02	1.18E+01
553.6	14.70	1.18E+01	3.20E+02	1.18E+01
553.7	14.70	1.18E+01	3.20E+02	1.18E+01
553.8	14.70	1.18E+01	3.20E+02	1.18E+01
553.9	14.70	1.18E+01	3.20E+02	1.18E+01
554.0	14.70	1.18E+01	3.20E+02	1.18E+01
554.1	14.70	1.18E+01	3.20E+02	1.18E+01
554.2	14.70	1.19E+01	3.20E+02	1.19E+01
554.3	14.70	1.19E+01	3.20E+02	1.19E+01
554.4	14.70	1.19E+01	3.20E+02	1.19E+01
554.5	14.70	1.19E+01	3.21E+02	1.19E+01
554.6	14.70	1.19E+01	3.21E+02	1.19E+01
554.7	14.70	1.19E+01	3.21E+02	1.19E+01
554.8	14.70	1.19E+01	3.21E+02	1.19E+01
554.9	14.70	1.19E+01	3.21E+02	1.19E+01
555.0	14.70	1.19E+01	3.21E+02	1.19E+01
555.1	14.70	1.19E+01	3.21E+02	1.19E+01
555.2	14.70	1.19E+01	3.21E+02	1.19E+01
555.3	14.70	1.19E+01	3.21E+02	1.19E+01
555.4	14.70	1.19E+01	3.21E+02	1.19E+01
555.5	14.70	1.19E+01	3.21E+02	1.19E+01
555.6	14.70	1.19E+01	3.21E+02	1.19E+01
555.7	14.70	1.19E+01	3.22E+02	1.19E+01
555.8	14.70	1.19E+01	3.22E+02	1.19E+01
555.9	14.70	1.19E+01	3.22E+02	1.19E+01
556.0	14.70	1.19E+01	3.22E+02	1.19E+01
556.1	14.70	1.19E+01	3.22E+02	1.19E+01
556.2	14.70	1.19E+01	3.22E+02	1.19E+01
556.3	14.70	1.19E+01	3.22E+02	1.19E+01
556.4	14.70	1.19E+01	3.22E+02	1.19E+01
556.5	14.70	1.19E+01	3.22E+02	1.19E+01
556.6	14.70	1.19E+01	3.22E+02	1.19E+01
556.7	14.70	1.19E+01	3.22E+02	1.19E+01
556.8	14.70	1.19E+01	3.22E+02	1.19E+01
556.9	14.70	1.19E+01	3.23E+02	1.19E+01
557.0	14.70	1.19E+01	3.23E+02	1.19E+01
557.1	14.70	1.19E+01	3.23E+02	1.19E+01
557.2	14.70	1.19E+01	3.23E+02	1.19E+01
557.3	14.70	1.19E+01	3.23E+02	1.19E+01
557.4	14.70	1.20E+01	3.23E+02	1.20E+01
