#ZVView-data-copy:   3-Mar-2018 00:35:16
#=======================================
#
#name:   29-CU-0(P,X)30-ZN-65,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  512
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          44.2        0.572      0.00528     0.000272  # 1997,R.Michel+           ## O0276140
          44.5        0.565      0.00513     0.000405  # 1997,R.Michel+           ## O0276140
          44.5        0.562      0.00528     0.000376  # 1997,R.Michel+           ## O0276140
          44.6        0.565      0.00517     0.000271  # 1997,R.Michel+           ## O0276140
          44.6        0.563       0.0052     0.000288  # 1997,R.Michel+           ## O0276140
          44.6            0      0.00523            0  # 2001,J.Kuhnhenn          ## O0920002
          45.2        0.853      0.00574     0.000297  # 1997,R.Michel+           ## O0276140
          45.4         0.87      0.00571     0.000295  # 1997,R.Michel+           ## O0276140
         45.43         0.59      0.00482      0.00116  # 2016,E.Garrido+          ## O2315019
          45.5        0.861      0.00564     0.000294  # 1997,R.Michel+           ## O0276140
          45.7        0.844       0.0056     0.000295  # 1997,R.Michel+           ## O0276140
          45.9        0.852      0.00564     0.000288  # 1997,R.Michel+           ## O0276140
          45.9         1.23      0.00598     0.000455  # 1997,R.Michel+           ## O0276140
          46.1         1.23      0.00584     0.000438  # 1997,R.Michel+           ## O0276140
          46.2         1.22      0.00549     0.000414  # 1997,R.Michel+           ## O0276140
          46.7        0.869      0.00556     0.000288  # 1997,R.Michel+           ## O0276140
          46.7         1.22      0.00557     0.000423  # 1997,R.Michel+           ## O0276140
          47.1        0.856      0.00547      0.00028  # 1997,R.Michel+           ## O0276140
          47.3         0.85      0.00542     0.000281  # 1997,R.Michel+           ## O0276140
          47.4        0.832      0.00542     0.000286  # 1997,R.Michel+           ## O0276140
          48.1         1.21      0.00561      0.00043  # 1997,R.Michel+           ## O0276140
          48.7        0.821      0.00527      0.00027  # 1997,R.Michel+           ## O0276140
          48.8        0.837      0.00519     0.000268  # 1997,R.Michel+           ## O0276140
          48.8          1.2      0.00533     0.000406  # 1997,R.Michel+           ## O0276140
            49        0.846      0.00519     0.000268  # 1997,R.Michel+           ## O0276140
        49.048            0      0.00584       0.0007  # 2004,M.S.Uddin+          ## E1894004
          49.2        0.828      0.00514     0.000268  # 1997,R.Michel+           ## O0276140
          49.3        0.823      0.00517     0.000264  # 1997,R.Michel+           ## O0276140
          49.9          1.2      0.00512     0.000413  # 1997,R.Michel+           ## O0276140
          50.3          1.2      0.00524     0.000397  # 1997,R.Michel+           ## O0276140
          50.4        0.818      0.00508     0.000261  # 1997,R.Michel+           ## O0276140
          50.9        0.818      0.00492     0.000256  # 1997,R.Michel+           ## O0276140
            51         1.82      0.00523     0.000544  # 1997,R.Michel+           ## O0276140
          51.2        0.823      0.00495     0.000255  # 1997,R.Michel+           ## O0276140
          51.2         1.19      0.00483     0.000386  # 1997,R.Michel+           ## O0276140
          51.3         1.18      0.00482     0.000358  # 1997,R.Michel+           ## O0276140
            52        0.801      0.00491     0.000252  # 1997,R.Michel+           ## O0276140
          52.2        0.788      0.00483     0.000252  # 1997,R.Michel+           ## O0276140
          52.4         1.18      0.00493     0.000378  # 1997,R.Michel+           ## O0276140
          52.5        0.792      0.00483     0.000248  # 1997,R.Michel+           ## O0276140
          52.6        0.797      0.00486     0.000252  # 1997,R.Michel+           ## O0276140
          53.4        0.801      0.00477     0.000245  # 1997,R.Michel+           ## O0276140
          53.4         1.18      0.00455     0.000347  # 1997,R.Michel+           ## O0276140
        53.435            0      0.00578       0.0007  # 2004,M.S.Uddin+          ## E1894004
          53.5        0.789      0.00472     0.000242  # 1997,R.Michel+           ## O0276140
          53.8         1.17      0.00455     0.000372  # 1997,R.Michel+           ## O0276140
          54.3        0.778      0.00458     0.000238  # 1997,R.Michel+           ## O0276140
          54.3            0       0.0045            0  # 2001,J.Kuhnhenn          ## O0920002
          54.5         1.17      0.00478     0.000377  # 1997,R.Michel+           ## O0276140
            55        0.778      0.00459      0.00024  # 1997,R.Michel+           ## O0276140
          55.3         0.76      0.00456     0.000236  # 1997,R.Michel+           ## O0276140
          55.5        0.781      0.00446      0.00023  # 1997,R.Michel+           ## O0276140
          55.7         1.15      0.00434     0.000331  # 1997,R.Michel+           ## O0276140
            56        0.758       0.0044     0.000226  # 1997,R.Michel+           ## O0276140
          56.4        0.756      0.00443      0.00023  # 1997,R.Michel+           ## O0276140
          56.5        0.764      0.00438     0.000227  # 1997,R.Michel+           ## O0276140
          56.5            0      0.00434            0  # 2001,J.Kuhnhenn          ## O0920002
         56.74         1.13      0.00481      0.00056  # 2016,E.Garrido+          ## O2315019
            57        0.741      0.00433     0.000228  # 1997,R.Michel+           ## O0276140
          57.1         1.15      0.00442      0.00034  # 1997,R.Michel+           ## O0276140
         57.12         1.09      0.00446      0.00062  # 2016,E.Garrido+          ## O2315019
          57.3        0.737      0.00434     0.000229  # 1997,R.Michel+           ## O0276140
          57.4         1.15      0.00428     0.000327  # 1997,R.Michel+           ## O0276140
          57.5        0.756       0.0043     0.000223  # 1997,R.Michel+           ## O0276140
         57.55         1.07      0.00417       0.0009  # 2016,E.Garrido+          ## O2315019
        57.552            0      0.00611       0.0008  # 2004,M.S.Uddin+          ## E1894004
          57.6          1.4      0.00382     0.000392  # 1997,R.Michel+           ## O0276140
          57.8         1.14      0.00409     0.000327  # 1997,R.Michel+           ## O0276140
            58        0.741      0.00421      0.00022  # 1997,R.Michel+           ## O0276140
          58.4        0.727      0.00421     0.000224  # 1997,R.Michel+           ## O0276140
          58.7        0.723      0.00425     0.000225  # 1997,R.Michel+           ## O0276140
          58.8        0.724      0.00416     0.000214  # 1997,R.Michel+           ## O0276140
          59.5        0.723      0.00405     0.000212  # 1997,R.Michel+           ## O0276140
          59.5        0.727      0.00412     0.000215  # 1997,R.Michel+           ## O0276140
          59.5            0      0.00411            0  # 2001,J.Kuhnhenn          ## O0920002
          59.8         1.13      0.00397     0.000338  # 1997,R.Michel+           ## O0276140
          59.8         1.13      0.00393     0.000312  # 1997,R.Michel+           ## O0276140
          60.6        0.709      0.00407      0.00021  # 1997,R.Michel+           ## O0276140
          60.6         1.12        0.004     0.000327  # 1997,R.Michel+           ## O0276140
          60.9        0.712      0.00393     0.000201  # 1997,R.Michel+           ## O0276140
          60.9        0.699      0.00398     0.000211  # 1997,R.Michel+           ## O0276140
        61.472            0       0.0055       0.0007  # 2004,M.S.Uddin+          ## E1894004
          61.7        0.709      0.00389     0.000201  # 1997,R.Michel+           ## O0276140
          61.7         1.11      0.00374     0.000292  # 1997,R.Michel+           ## O0276140
          62.2         1.11      0.00387     0.000305  # 1997,R.Michel+           ## O0276140
          62.3        0.686      0.00386     0.000203  # 1997,R.Michel+           ## O0276140
          62.3        0.692      0.00391     0.000201  # 1997,R.Michel+           ## O0276140
          62.3            0       0.0039            0  # 2001,J.Kuhnhenn          ## O0920002
          62.4         1.11      0.00393     0.000301  # 1997,R.Michel+           ## O0276140
          62.6        0.692      0.00386     0.000201  # 1997,R.Michel+           ## O0276140
          63.1        0.673      0.00385     0.000201  # 1997,R.Michel+           ## O0276140
          63.3        0.673       0.0038     0.000195  # 1997,R.Michel+           ## O0276140
         63.49         0.92      0.00362      0.00048  # 2016,E.Garrido+          ## O2315019
          63.6        0.684      0.00378     0.000196  # 1997,R.Michel+           ## O0276140
          63.6        0.681      0.00377     0.000194  # 1997,R.Michel+           ## O0276140
          63.7          1.1      0.00356     0.000367  # 1997,R.Michel+           ## O0276140
          63.8          1.1      0.00367     0.000286  # 1997,R.Michel+           ## O0276140
         63.86         0.86      0.00328      0.00042  # 2016,E.Garrido+          ## O2315019
            64        0.673      0.00371     0.000194  # 1997,R.Michel+           ## O0276140
          64.2         1.09      0.00364     0.000279  # 1997,R.Michel+           ## O0276140
          64.9        0.663       0.0037      0.00019  # 1997,R.Michel+           ## O0276140
        65.194            0      0.00549       0.0007  # 2004,M.S.Uddin+          ## E1894004
          65.2         1.09      0.00356      0.00027  # 1997,R.Michel+           ## O0276140
          65.5        0.659      0.00362     0.000187  # 1997,R.Michel+           ## O0276140
          65.5        0.648      0.00364     0.000191  # 1997,R.Michel+           ## O0276140
          65.6         1.08      0.00339     0.000279  # 1997,R.Michel+           ## O0276140
          65.8         0.64      0.00359     0.000186  # 1997,R.Michel+           ## O0276140
            66        0.641      0.00361     0.000186  # 1997,R.Michel+           ## O0276140
            66         1.08      0.00365     0.000291  # 1997,R.Michel+           ## O0276140
          66.2        0.641      0.00359     0.000183  # 1997,R.Michel+           ## O0276140
          66.2            0      0.00358            0  # 2001,J.Kuhnhenn          ## O0920002
          66.9        0.632      0.00349     0.000185  # 1997,R.Michel+           ## O0276140
          67.4        0.629      0.00344     0.000178  # 1997,R.Michel+           ## O0276140
          67.4         1.07       0.0033     0.000263  # 1997,R.Michel+           ## O0276140
          67.4         1.07      0.00325     0.000269  # 1997,R.Michel+           ## O0276140
          67.5        0.622      0.00347     0.000178  # 1997,R.Michel+           ## O0276140
          67.7         1.07       0.0034     0.000259  # 1997,R.Michel+           ## O0276140
          68.2         1.06      0.00332      0.00025  # 1997,R.Michel+           ## O0276140
          68.3         0.61      0.00339     0.000179  # 1997,R.Michel+           ## O0276140
          68.5        0.601      0.00338     0.000175  # 1997,R.Michel+           ## O0276140
          68.5        0.602      0.00337     0.000175  # 1997,R.Michel+           ## O0276140
        68.788            0      0.00494       0.0007  # 2004,M.S.Uddin+          ## E1894004
          68.8        0.604      0.00332      0.00017  # 1997,R.Michel+           ## O0276140
          69.2        0.597      0.00334     0.000174  # 1997,R.Michel+           ## O0276140
          69.2         1.05      0.00313     0.000234  # 1997,R.Michel+           ## O0276140
          69.4         1.05      0.00322     0.000242  # 1997,R.Michel+           ## O0276140
          69.6        0.588      0.00326     0.000171  # 1997,R.Michel+           ## O0276140
         69.73         0.59      0.00317      0.00048  # 2016,E.Garrido+          ## O2315019
         69.99         0.55      0.00289       0.0008  # 2016,E.Garrido+          ## O2315019
            70        0.582      0.00324     0.000166  # 1997,R.Michel+           ## O0276140
            70            0      0.00323            0  # 2001,J.Kuhnhenn          ## O0920002
         70.08         0.54      0.00328      0.00054  # 2016,E.Garrido+          ## O2315019
          71.4        0.547      0.00307      0.00016  # 1997,R.Michel+           ## O0276140
          71.4         0.55      0.00306     0.000159  # 1997,R.Michel+           ## O0276140
          71.4        0.549      0.00304     0.000163  # 1997,R.Michel+           ## O0276140
          71.4         0.55      0.00306     0.000161  # 1997,R.Michel+           ## O0276140
          71.4         1.03       0.0029     0.000226  # 1997,R.Michel+           ## O0276140
          71.4         1.03      0.00302      0.00023  # 1997,R.Michel+           ## O0276140
          71.4         1.03      0.00302     0.000245  # 1997,R.Michel+           ## O0276140
          71.4         1.02      0.00304     0.000219  # 1997,R.Michel+           ## O0276140
          71.5        0.548      0.00301     0.000162  # 1997,R.Michel+           ## O0276140
          71.5        0.547      0.00305      0.00016  # 1997,R.Michel+           ## O0276140
            74         1.04      0.00286     0.000295  # 1997,R.Michel+           ## O0276140
            74            0      0.00295            0  # 2001,J.Kuhnhenn          ## O0920002
          85.3         1.08      0.00278     0.000291  # 1997,R.Michel+           ## O0276140
          88.1        0.791      0.00246     0.000257  # 1997,R.Michel+           ## O0276140
          99.9          1.7      0.00222     0.000261  # 1997,R.Michel+           ## O0276140
           101         1.69      0.00237     0.000207  # 1997,R.Michel+           ## O0276140
           111         1.61      0.00212     0.000184  # 1997,R.Michel+           ## O0276140
           111         1.61      0.00225     0.000241  # 1997,R.Michel+           ## O0276140
           121         1.53      0.00196     0.000171  # 1997,R.Michel+           ## O0276140
           121         1.53      0.00192     0.000192  # 1997,R.Michel+           ## O0276140
           131         1.43      0.00205     0.000331  # 1997,R.Michel+           ## O0276140
           131         1.43       0.0018     0.000158  # 1997,R.Michel+           ## O0276140
           140         1.34      0.00177     0.000155  # 1997,R.Michel+           ## O0276140
           140         1.35      0.00166     0.000212  # 1997,R.Michel+           ## O0276140
           148         1.26      0.00172     0.000251  # 1997,R.Michel+           ## O0276140
           149         1.25      0.00159     0.000143  # 1997,R.Michel+           ## O0276140
           158         1.14      0.00143      0.00014  # 1997,R.Michel+           ## O0276140
           158         1.14       0.0014     0.000283  # 1997,R.Michel+           ## O0276140
//
#-------------------------------------------------------------------------------
#
#name:   29-CU-0(P,X)30-ZN-65,IND,SIG,,,EXP
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  87
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          2.66         0.04      0.00131      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          3.62         0.04      0.00863      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          4.42         0.04      0.02353      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          4.53         0.04      0.02222      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          5.06         0.04      0.03529      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          5.33         0.04       0.0366      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          6.13         0.04      0.05228      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          6.66         0.04      0.06143      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          7.09         0.04      0.07006      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          7.19         0.04      0.07189      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          7.72         0.04      0.08051      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          7.99         0.04      0.08626      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          8.26         0.04      0.08966      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          8.79         0.04      0.09541      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          9.32         0.04      0.09894      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          9.75         0.04       0.1072      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          9.86         0.04       0.1085      0.00018  # 1975,J.N.Barrandon+      ## O0086015
         10.28         0.04        0.112      0.00018  # 1975,J.N.Barrandon+      ## O0086015
         10.52         0.04       0.1137      0.00018  # 1975,J.N.Barrandon+      ## O0086015
         10.66         0.04       0.1093      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          10.7            0         0.19        0.015  # 1992,S.J.Mills+          ## A0507002
         10.92         0.04       0.1111      0.00018  # 1975,J.N.Barrandon+      ## O0086015
         11.19         0.04       0.1098      0.00018  # 1975,J.N.Barrandon+      ## O0086015
         11.61         0.04       0.1032      0.00018  # 1975,J.N.Barrandon+      ## O0086015
         11.99         0.04      0.09672      0.00018  # 1975,J.N.Barrandon+      ## O0086015
         12.25         0.04      0.09149      0.00018  # 1975,J.N.Barrandon+      ## O0086015
         12.68         0.04      0.08234      0.00018  # 1975,J.N.Barrandon+      ## O0086015
         13.05         0.04      0.07528      0.00018  # 1975,J.N.Barrandon+      ## O0086015
         13.32         0.04      0.06927      0.00018  # 1975,J.N.Barrandon+      ## O0086015
         13.85         0.04      0.06274      0.00018  # 1975,J.N.Barrandon+      ## O0086015
         14.12         0.04      0.05568      0.00018  # 1975,J.N.Barrandon+      ## O0086015
         14.38         0.04      0.05097      0.00018  # 1975,J.N.Barrandon+      ## O0086015
         14.65         0.04      0.05032      0.00018  # 1975,J.N.Barrandon+      ## O0086015
         14.92         0.04      0.03921      0.00018  # 1975,J.N.Barrandon+      ## O0086015
          16.3            0        0.045       0.0036  # 1992,S.J.Mills+          ## A0507002
          20.6            0       0.0166       0.0013  # 1992,S.J.Mills+          ## A0507002
          24.3            0      0.01126      0.00091  # 1992,S.J.Mills+          ## A0507002
          27.6            0      0.00932      0.00075  # 1992,S.J.Mills+          ## A0507002
          30.6            0      0.00819      0.00066  # 1992,S.J.Mills+          ## A0507002
          33.4            0      0.00713      0.00058  # 1992,S.J.Mills+          ## A0507002
          36.1            0      0.00657      0.00054  # 1992,S.J.Mills+          ## A0507002
          38.6            0      0.00603      0.00049  # 1992,S.J.Mills+          ## A0507002
          41.5            0      0.00583      0.00048  # 1992,S.J.Mills+          ## A0507002
          43.8            0      0.00557      0.00046  # 1992,S.J.Mills+          ## A0507002
          45.9            0      0.00533      0.00044  # 1992,S.J.Mills+          ## A0507002
            48            0      0.00481       0.0004  # 1992,S.J.Mills+          ## A0507002
          50.1            0      0.00477      0.00039  # 1992,S.J.Mills+          ## A0507002
            52            0       0.0047      0.00039  # 1992,S.J.Mills+          ## A0507002
          53.9            0      0.00429      0.00035  # 1992,S.J.Mills+          ## A0507002
          55.8            0      0.00417      0.00035  # 1992,S.J.Mills+          ## A0507002
          57.6            0      0.00409      0.00034  # 1992,S.J.Mills+          ## A0507002
          59.4            0       0.0038      0.00032  # 1992,S.J.Mills+          ## A0507002
          61.1            0      0.00365       0.0003  # 1992,S.J.Mills+          ## A0507002
          62.8            0      0.00375      0.00032  # 1992,S.J.Mills+          ## A0507002
          64.5            0      0.00353       0.0003  # 1992,S.J.Mills+          ## A0507002
          65.8            0      0.00376      0.00032  # 1992,S.J.Mills+          ## A0507002
          68.5            0      0.00357       0.0003  # 1992,S.J.Mills+          ## A0507002
          71.2            0      0.00332      0.00029  # 1992,S.J.Mills+          ## A0507002
          73.7            0      0.00318      0.00028  # 1992,S.J.Mills+          ## A0507002
          76.2            0      0.00319      0.00027  # 1992,S.J.Mills+          ## A0507002
          78.6            0      0.00314      0.00026  # 1992,S.J.Mills+          ## A0507002
            81            0      0.00297      0.00025  # 1992,S.J.Mills+          ## A0507002
          83.3            0      0.00273      0.00023  # 1992,S.J.Mills+          ## A0507002
          85.6            0      0.00274      0.00024  # 1992,S.J.Mills+          ## A0507002
          87.9            0      0.00262      0.00022  # 1992,S.J.Mills+          ## A0507002
          90.1            0      0.00253      0.00021  # 1992,S.J.Mills+          ## A0507002
          92.2            0      0.00252      0.00021  # 1992,S.J.Mills+          ## A0507002
          94.3            0      0.00243       0.0002  # 1992,S.J.Mills+          ## A0507002
          96.4            0      0.00239       0.0002  # 1992,S.J.Mills+          ## A0507002
          99.7            0      0.00229      0.00019  # 1992,S.J.Mills+          ## A0507002
         105.4            0      0.00224      0.00019  # 1992,S.J.Mills+          ## A0507002
         112.2            0      0.00221      0.00018  # 1992,S.J.Mills+          ## A0507002
         118.7            0      0.00214      0.00018  # 1992,S.J.Mills+          ## A0507002
         122.6            0      0.00217       0.0002  # 1992,S.J.Mills+          ## A0507002
         127.9            0      0.00206      0.00018  # 1992,S.J.Mills+          ## A0507002
           133            0      0.00204      0.00019  # 1992,S.J.Mills+          ## A0507002
         137.9            0      0.00195      0.00017  # 1992,S.J.Mills+          ## A0507002
         142.7            0      0.00194      0.00017  # 1992,S.J.Mills+          ## A0507002
         147.5            0      0.00186      0.00016  # 1992,S.J.Mills+          ## A0507002
         153.1            0      0.00178      0.00015  # 1992,S.J.Mills+          ## A0507002
         158.7            0      0.00177      0.00015  # 1992,S.J.Mills+          ## A0507002
         164.1            0      0.00171      0.00015  # 1992,S.J.Mills+          ## A0507002
         169.4            0       0.0016      0.00014  # 1992,S.J.Mills+          ## A0507002
         177.2            0      0.00148      0.00013  # 1992,S.J.Mills+          ## A0507002
         183.8            0      0.00147      0.00012  # 1992,S.J.Mills+          ## A0507002
         190.2            0       0.0014      0.00012  # 1992,S.J.Mills+          ## A0507002
         196.6            0      0.00127      0.00011  # 1992,S.J.Mills+          ## A0507002
//
#-------------------------------------------------------------------------------
#
#name:   29-CU-0(P,X)30-ZN-65,,SIG,,,DERIV
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  38
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
        15.789            0     0.068883            0  # 1979,P.Pulver            ## D0508002
        16.362            0     0.075238            0  # 1979,P.Pulver            ## D0508002
        18.155            0     0.030968            0  # 1979,P.Pulver            ## D0508002
        18.227            0     0.055667            0  # 1979,P.Pulver            ## D0508002
        18.263            0     0.041945            0  # 1979,P.Pulver            ## D0508002
        18.464            0     0.027255            0  # 1979,P.Pulver            ## D0508002
         20.14            0     0.028051            0  # 1979,P.Pulver            ## D0508002
        22.192            0     0.015021            0  # 1979,P.Pulver            ## D0508002
        22.327            0     0.016399            0  # 1979,P.Pulver            ## D0508002
        23.535            0     0.012125            0  # 1979,P.Pulver            ## D0508002
        24.854            0      0.01174            0  # 1979,P.Pulver            ## D0508002
        25.035            0     0.015796            0  # 1979,P.Pulver            ## D0508002
        25.587            0     0.011514            0  # 1979,P.Pulver            ## D0508002
        26.249            0      0.01114            0  # 1979,P.Pulver            ## D0508002
        27.159            0     0.015102            0  # 1979,P.Pulver            ## D0508002
        28.057            0     0.012859            0  # 1979,P.Pulver            ## D0508002
        29.078            0     0.012961            0  # 1979,P.Pulver            ## D0508002
         29.57            0    0.0085386            0  # 1979,P.Pulver            ## D0508002
            30         0.34      0.00796    0.0002388  # 1982,A.Gruetter          ## D0505002
         30.25            0     0.012717            0  # 1979,P.Pulver            ## D0508002
        32.799            0     0.013459            0  # 1979,P.Pulver            ## D0508002
        33.104            0     0.012169    0.0004822  # 1979,P.Pulver            ## D0508002
         33.69            0    0.0068204            0  # 1979,P.Pulver            ## D0508002
            35         0.34      0.00671    0.0002013  # 1982,A.Gruetter          ## D0505002
        35.074            0    0.0070173            0  # 1979,P.Pulver            ## D0508002
        39.699            0    0.0058792            0  # 1979,P.Pulver            ## D0508002
            40         0.34       0.0058     0.000174  # 1982,A.Gruetter          ## D0505002
        44.976            0    0.0051326            0  # 1979,P.Pulver            ## D0508002
            45         0.34      0.00508    0.0001524  # 1982,A.Gruetter          ## D0505002
        49.165            0    0.0042406            0  # 1979,P.Pulver            ## D0508002
            50         0.34      0.00452    0.0001356  # 1982,A.Gruetter          ## D0505002
        54.725            0    0.0039882            0  # 1979,P.Pulver            ## D0508002
            55         0.34      0.00405    0.0001215  # 1982,A.Gruetter          ## D0505002
        59.412            0    0.0036476            0  # 1979,P.Pulver            ## D0508002
            60         0.34      0.00362    0.0001086  # 1982,A.Gruetter          ## D0505002
            65         0.34      0.00324      9.72e-5  # 1982,A.Gruetter          ## D0505002
            70         0.34      0.00296      8.88e-5  # 1982,A.Gruetter          ## D0505002
        70.982            0    0.0029372            0  # 1979,P.Pulver            ## D0508002
//
#-------------------------------------------------------------------------------
#
#name:   29-CU-0(P,X)30-ZN-65,IND,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  41
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          16.1         0.34       0.0605            0  # 1982,A.Gruetter          ## D0505003
          17.7         0.34       0.0381            0  # 1982,A.Gruetter          ## D0505003
          20.7         0.34       0.0186            0  # 1982,A.Gruetter          ## D0505003
          21.2         0.34      0.01669            0  # 1982,A.Gruetter          ## D0505003
          21.4         0.34      0.01619            0  # 1982,A.Gruetter          ## D0505003
          23.3         0.34      0.01247            0  # 1982,A.Gruetter          ## D0505003
          24.2         0.34      0.01131            0  # 1982,A.Gruetter          ## D0505003
          25.2         0.34      0.01043            0  # 1982,A.Gruetter          ## D0505003
          26.7         0.34      0.00959            0  # 1982,A.Gruetter          ## D0505003
          27.1         0.34      0.00916            0  # 1982,A.Gruetter          ## D0505003
          27.3         0.34      0.00891            0  # 1982,A.Gruetter          ## D0505003
          29.6         0.34      0.00817            0  # 1982,A.Gruetter          ## D0505003
          30.5         0.34      0.00787            0  # 1982,A.Gruetter          ## D0505003
          32.1         0.34      0.00739            0  # 1982,A.Gruetter          ## D0505003
          32.1         0.34      0.00753            0  # 1982,A.Gruetter          ## D0505003
          34.3         0.34      0.00674            0  # 1982,A.Gruetter          ## D0505003
          36.9         0.34      0.00633            0  # 1982,A.Gruetter          ## D0505003
          38.6         0.34      0.00594            0  # 1982,A.Gruetter          ## D0505003
          40.9         0.34       0.0057            0  # 1982,A.Gruetter          ## D0505003
          42.5         0.34      0.00556            0  # 1982,A.Gruetter          ## D0505003
          45.6         0.34      0.00497            0  # 1982,A.Gruetter          ## D0505003
          45.6         0.34      0.00481            0  # 1982,A.Gruetter          ## D0505003
          49.1         0.34      0.00464            0  # 1982,A.Gruetter          ## D0505003
          49.1         0.34      0.00466            0  # 1982,A.Gruetter          ## D0505003
          52.4         0.34      0.00422            0  # 1982,A.Gruetter          ## D0505003
          52.4         0.34      0.00435            0  # 1982,A.Gruetter          ## D0505003
          55.5         0.34      0.00416            0  # 1982,A.Gruetter          ## D0505003
          55.5         0.34      0.00397            0  # 1982,A.Gruetter          ## D0505003
          58.5         0.34      0.00374            0  # 1982,A.Gruetter          ## D0505003
          60.7         0.34      0.00355            0  # 1982,A.Gruetter          ## D0505003
          65.1         0.34       0.0032            0  # 1982,A.Gruetter          ## D0505003
          65.1         0.34      0.00332            0  # 1982,A.Gruetter          ## D0505003
          67.6         0.34      0.00307            0  # 1982,A.Gruetter          ## D0505003
          69.7         0.34      0.00296      0.00021  # 1982,A.Gruetter          ## D0505003
          69.7         0.34      0.00292            0  # 1982,A.Gruetter          ## D0505003
          69.8         0.34      0.00298            0  # 1982,A.Gruetter          ## D0505003
            82            8       0.0026      0.00052  # 1972,H.R.Heydegger+      ## O0416002
           111           10       0.0017      0.00034  # 1972,H.R.Heydegger+      ## O0416002
           187           13        0.001       0.0002  # 1972,H.R.Heydegger+      ## O0416002
           283           17      0.00052     0.000104  # 1972,H.R.Heydegger+      ## O0416002
           416           21      0.00035         7e-5  # 1972,H.R.Heydegger+      ## O0416002
//
#-------------------------------------------------------------------------------
